"OrganizationId","OrganizationName","OrganizationSlug","OrganizationCreationDate","OrganizationDescription"
"1761","TGS","tgscompany","07/10/2018","TGS is the world’s leading geoscience data company, known for its asset-light, multi-client business model and global data library. The Company employs approximately 600 people with its corporate headquarters in Asker, Norway and its operational headquarters in Houston, Texas, U.S.A. TGS specializes in the design, acquisition and processing of worldwide multi-client seismic data, providing the global energy industry with the right data, at the right time, in the right place. TGS, the business of better decisions."
"1764","Inter-American Development Bank","BID","07/11/2018","We work to improve lives in Latin America and the Caribbean. Through financial and technical support for countries working to reduce poverty and inequality, we help improve health and education, and advance infrastructure. Our aim is to achieve development in a sustainable, climate-friendly way. With a history dating back to 1959, today we are the leading source of development financing for Latin America and the Caribbean. We provide loans, grants, and technical assistance; and we conduct extensive research. We maintain a strong commitment to achieving measurable results and the highest standards of increased integrity, transparency, and accountability. The Bank’s current focus areas include three development challenges – social inclusion and inequality, productivity and innovation, and economic integration – and three cross-cutting issues – gender equality and diversity, climate change and environmental sustainability; and institutional capacity and the rule of law."
"1765","inIT","inIT-OWL","07/12/2018","The Institute Industrial IT (inIT) of the OWL University of Applied Sciences in Lemgo carries out research in the field of industrial informatics and industrial automation for Cyber-Physical Systems and is situated within one of the most important clusters of machine engineering and industrial electronics in Germany."
"1771","CS109aGroup16","cs109ag16","07/19/2018",""
"1776","Petrobras","petrobras","07/21/2018",""
"1778","testorg123","testorg123","07/21/2018","[ink](![enter image description here][1]) 

<img src=""https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png"">asdf</img>

a
[tester](""http://example.com"")
[tester](javascript:alert(1))

https://test:bgfbg@google.com:2134/?test=test&b=a&b=""

http://example.com#@evil.com/x.txt

_ [whatever](http://example.com/somethingtotest=1337)
<x>b</x>

[some text](javascript:alert('xss'))
<a href=""javascript:alert('xss')"">some text</a>

---
</http:<marquee>hello
---
![AAAAAAAAAAAAAAAA][2]

<img src=""https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb"" />

[enter][3]

![tester]("" </p><img src="") ![enter][4])
`a`

--


  [1]: javascript:alert(1)
  [3]: http://example.com
  [4]: https://example.com""?<plaintext>a=b"""
"1781","/""/><scriptooo>","scriptoroo","07/22/2018","/""/><ifmg>"
"1785","Airbus","airbus","07/24/2018",""
"1789","Organization - Test","organization-test","07/25/2018",""
"1799","RMIT University","rmitUniversity","07/30/2018",""
"1800","COMP309 2018T2 VUW","COMP309_2018T2","07/30/2018",""
"1801","Alstom","alstom","07/30/2018","As a promoter of sustainable mobility, Alstom develops and markets systems, equipment and services for the transport sector.

Alstom offers a complete range of solutions (from high-speed trains to metros, tramways and e-buses), passenger solutions, customised services (maintenance, modernisation), infrastructure, signalling and digital mobility solutions.

Alstom is a world leader in integrated transport systems.

The company recorded sales of €8 billion and booked €7.2 billion of orders in the 2017/18fiscal year. Headquartered in France, Alstom is present in over 60 countries and employs 34,500 people."
"1802","Nancy William","www.kaggle.com","07/31/2018","I will do that soonest after I see how it work,"
"1806","Serial VD","serial-vd","08/01/2018",""
"1809","CompIndia Infotech Pvt Ltd","compindia-infotech","08/02/2018",""
"1810","Example Company","exampleco","08/02/2018",""
"1812","test organization","jihoon555o","08/03/2018","test"
"1813","Parla MIS","ParlaMIS","08/03/2018",""
"1817","Radiological Society of North America","RSNA","08/04/2018","The Radiological Society of North America (RSNA®) is an international society of radiologists, medical physicists and other medical professionals with more than 53,400 members from 136 countries across the globe. RSNA hosts the world’s premier radiology forum, drawing approximately 55,000 attendees annually to McCormick Place in Chicago, and publishes two top peer-reviewed journals: *Radiology*, the highest-impact scientific journal in the field, and *RadioGraphics*, the only journal dedicated to continuing education in radiology. The Society is based in Oak Brook, Ill. ([RSNA.org](http://www.rsna.org/))"
"1840","St. Louis Fed","stlouisfed","08/14/2018","The St. Louis Fed is located in the Eighth Federal Reserve District, which includes all of Arkansas and portions of six other states: Illinois, Indiana, Kentucky, Mississippi, Missouri and Tennessee. The St. Louis Bank serves most of eastern Missouri and southern Illinois.

The St. Louis Fed’s most critical functions can be described as:

 - Promoting stable prices and economic growth. Fostering a sound
   financial system.
 - Providing payment services to financial
   institutions.
 - Supporting the U.S. Treasury's financial operations.
 - Advancing economic knowledge, community development and fair access
   to credit.

Disclaimer: this organization profile is not managed by the St. Louis Fed."
"1845","Western Norway University of Applied Sciences","hvl-norway","08/15/2018",""
"1846","citizen datascience ghana","citizen-ds-ghana","08/15/2018","This project provides a repository of interesting Ghana Open datasets... to support a **Citizen DataScience Community** - data professionals applying data for social good among others. [more about the community](https://www.datanix.co.uk/single-post/2018/07/24/Towards-a-Citizen-Data-Science-Community---Ghana)

We welcome your contribution....to help shape such regions that stand to benefit significantly from data but lack the mechanism to collect and use it. (a unique data science challenge)"
"1860","MIMBCD-UI","MIMBCD-UI","08/24/2018","A Medical Imaging for Multimodality of Breast Cancer Diagnosis by a User Interface. The project is being developed by the Associated Laboratory - [Institute for Systems and Robotics (ISR-Lisboa)][1]. This project proposes the development of a methodology for detection and cancer targeting breast using multimodality medical imaging and textual information.


  [1]: https://welcome.isr.tecnico.ulisboa.pt/"
"1861","Human Protein Atlas","human-protein-atlas","08/24/2018","The Human Protein Atlas is a Swedish-based program initiated in 2003 with the aim to map the expression and spatial distribution of all human proteins in cells and tissues using an integration of various omics technologies, including antibody-based imaging, mass spectrometry-based proteomics, transcriptomics and systems biology. The data is freely available in the Protein Atlas database (www.proteinatlas.org) to allow scientists both in academia and industry to freely access the data for exploration of the human proteome with the mission to accelerate life science research and drug discovery.The database is used by over 200,000 users per month and nearly 10 publications per day use data from the Protein Atlas.

The image data in the challenge comes from the HPA Cell Atlas, led by Dr. Emma Lundberg."
"1866","MLEteam","MLEteam","08/28/2018",""
"1868","HARUN PEHLİVAN INFORMATION TECHNOLOGY GROUP","hpitgroup","08/28/2018","**[HARUN PEHLİVAN INFORMATION TECHNOLOGY GROUP][1]**


  [1]: https://harunpehlivantebimtebitagem.site123.me/"
"1876","CoinMetrics.io","coinmetrics","08/30/2018","Open source cryptoasset analytics"
"1878","City of Oakland","cityofoakland","08/30/2018","Oakland is a city on the east side of San Francisco Bay, in California. Jack London Square has a statue of the writer, who frequented the area. Nearby, Old Oakland features restored Victorian architecture and boutiques. Near Chinatown, the Oakland Museum of California covers state history, nature and art. Uptown contains the art deco Fox and Paramount theaters, restaurants, bars and galleries."
"1881","Cewe Slovakia","cewe-slovakia","08/31/2018","CEWE a.s. is subsidiary of CEWE Stiftung & Co. KGaA, the european market leader in photofinishing and digital print. With a staff of more than 3,300 employees and state-of-the-art processing machines, CEWE ensures that billions of photos and millions of CEWE PHOTO BOOKS and photo gift articles leave our product locations every year.
CEWE a.s. in Bratislava is the market leader in photofinishing in Slovakia and Slovenia and best known for it's first-class product brand CEWE FOTOKNIHA and the multichannel retail brand FOTOLAB, under which CEWE operates 14 photo retail stores in major locations in Slovakia. In Austria we operate one of the major online photo services."
"1884","Analyze Boston","AnalyzeBoston","09/01/2018","Analyze Boston is the City of Boston's open data hub."
"1891","Statistical Modeling Competition","travelers-modeling","09/04/2018","Travelers is a leading provider of property casualty insurance for auto, home and business. We operate in United States, Canada, U.K., Ireland, Brazil and Colombia. We have approximately 30,000 employees and generated revenues of approximately $28 billion in 2016. We are the ONLY insurance company on the Dow Jones Industrial Average."
"1903","general org name","ttpmlusp","09/07/2018",""
"1907","antcorpus","antcorpus","09/08/2018",""
"1911","NeuralDotNet","neuraldotnet","09/11/2018",""
"1913","comunity","ttp-ml","09/12/2018",""
"1914","NDHU AI LAB","NDHUxAILAB","09/12/2018","http://web.csie.ndhu.edu.tw/sjyen/AIlab.htm"
"1916","LSST Project","lsstproject","09/12/2018","The LSST Transients and Variable Stars Collaboration focuses on the transient sky, including a large and diverse range of phenomena: variable events, periodic or not, explosive and eruptive transients, and geometric transients (e.g. eclipsing binaries and planets). Variability is a tell tale of the nature of the objects observed, but it also enables galactic studies (the mapping of the galactic structure), extragalactic studies (the characterization of the intracluster medium), and cosmological studies. Because of their physical and phenomenological diversity, the object we study span a wide range of timescales and present themselves in a range of brightnesses and colors. We work to understand and maximize the potential of LSST in the exploration of the variable and transient sky, one of the 4 science drivers of LSST. LSST also holds great potential for discovery of new transient phenomena, especially at the very short and very long time scales."
"1933","European Parliament","eu-parliament","09/19/2018","Founded in 1952, European Parliament is the directly elected legislation that works together with other EU organizations in order to execute the legislative functions of the European Union. European Parliament consists of 22 committees broken up from 751 members each serving a 5 year term."
"1939","Turma 2018.1 - Dataviz - Ciência de Dados - Facens","dataviz2018","09/21/2018","### Especialização em Ciência de Dados - Facens
### Disciplina: Visualização de Dados
### Tuma: 2018.1
### Professor: Matheus Mota

----------

Esta página é referente a uma  *organization* aqui dentro da plataforma *Kaggle*. Dentro desta organização, *Datasets* podem ser um dos seguintes tipos: 

- **Demo:**  Demonstrações feitas em sala (não valem nota).
- **Exercício:** Exercícios que devem ser feitos em sala ou em casa. Cada exercício possui uma data de entrega associada."
"1940","IDEA_106","IDEA106","09/21/2018",""
"1941","Facebook Ad Prediction","facebookadpred","09/21/2018",""
"1942","Olist","olistbr","09/21/2018","Olist is the largest department store in Brazilian marketplaces. Olist connects small businesses from all over Brazil to channels without hassle and with a single contract. Those merchants are able to sell their products through the Olist Store and ship them directly to the customers using Olist logistics partners."
"1949","Max's Test Organization","grouplens-research","09/24/2018","See <https://www.kaggle.com/grouplens>"
"1964","Center for Policing Equity","center-for-policing-equity","09/28/2018",""
"1967","thesisworkbro","thesisworkbro","09/30/2018",""
"1977","DADS Club","dadsclub","10/02/2018","DADS stands for Data Analytics and Data Science. DADS Club is a registered student organization at Florida Polytechnic University. We aim to share knowledge and wisdom on data science and related topics in order to improve our members as well as the university community. We strive to one day become a collegiate level professional organization."
"1983","OECD","oecd","10/03/2018","The Organisation for Economic Co-operation and Development (OECD) promotes policies that will improve the economic and social well-being of people around the world. The organization works with governments around the world to gather and analyze data on economic, social and environmental change. It was established in 1961 and 36 countries are currently members."
"1989","Engine House Software Ltd.","enginehouse","10/05/2018",""
"2004","Stutern","stutern","10/09/2018",""
"2020","[Deleted Organization]","del=2ca607a1e675b9e6","01/01/1900",""
"2021","Tower Group Inc","towergroupinc","10/12/2018","#QChallenge 18 group 5"
"2022","everis","everis","10/12/2018","everis is an NTT DATA Company, dedicated to consulting and outsourcing in all sectors, with a turnover of EUR 1.17 billion in the last financial year. We are a large family with 21,000 professionals across Europe, USA and Latin America.

In 2014 everis joined NTT DATA Group, the sixth-largest IT services company in the world with 100,000 professionals and with offices in Asia-Pacific, the Middle East, Europe, Latin America and North America.

Above all, everis believes in its people, their ongoing development and their talent. We are firmly committed to talent and our main goal is to nurture high performing professionals by creating an environment of responsible freedom."
"2027","KLF3AM","KLF3AM","10/14/2018",""
"2031","Kasetsart University","kasetsartuniversity","10/15/2018",""
"2034","Texas A&M University","tamu-cs","10/16/2018","[Texas A&M University](https://www.tamu.edu) opened its doors in 1876 as the first public institution of higher learning in Texas."
"2035","test.ai","testdotai","10/16/2018","Revolutionizing mobile app testing through the use of AI-powered bots."
"2036","Canaria","canaria","10/16/2018","Canaria is a device worn on the ear that continuously monitors the wearer’s cardiovascular and respiratory systems, accurately measuring heart rate, heart rate variability, temperature, respiratory rate, blood oxygen saturation and head position. From these it predicts dangerous deteriorations in known conditions (e.g. a driver falling asleep at the wheel)."
"2054","Joint Research Centre","joint-research-centre","10/22/2018","As part of the European Commission, the Joint Research Centre acts as the science and knowledge service. The JRC employs scientists to carry out research in order to provide independent scientific advice and support to EU policy."
"2068","OpenNeuro","openneuro","10/26/2018","OpenNeuro is a public repository of brain imaging data. It accepts datasets that include: Magnetic Resonance (MR), Electroencephalography (EEG) Magnetoencephalography (MEG), Positron Emission Tomography (PET) as well as behavioral and clinical measures. All of our datasets are formatted according to the [Brain Imaging Data Structure][1].

This collection is a mirror of selected datasets from the main repository available at [OpenNeuro.org][2].

  [1]: http://bids.neuroimaging.io
  [2]: http://openneuro.org"
"2069","Neural University","neural-university","10/27/2018","The University of Artificial Intelligence"
"2079","DS201 - Introduction to Data Science","ISU-ds201","10/31/2018","DS 201: Introduction to Data Science
Iowa State University
by Adisak Sukul


Data Science concepts and their applications; domain case studies with applications in various fields; overview of data analysis; major components of data analysis pipelines; computing concepts for data science; descriptive data analysis; hands-on data analysis experience; communicating findings to stakeholders, and ethical issues in data science."
"2084","Elo","elobrazil","11/01/2018","Elo understands the value of being a 100% Brazilian card network that connects people and merchants in the whole country. Elo was founded in 2011 by 3 of the largest banks in Brazil – Banco do Brasil, Bradesco e CAIXA – and it is already the third credit card brand in the country, holding 12% of market share in purchase volume. With over 115 million cards issued, Elo has achieved broad global acceptance. We are a card brand with local origins and global vision. Proud of its origins and history, Elo boosts a corporate culture based on the most enduring quality of the Brazilian people: closeness. Therefore Elo seeks to better understand its customers' needs and offer engaging solutions."
"2087","Plano West SHS Artificial Intelligence Club","pwaiclub","11/02/2018",""
"2099","For The Dream","luosigou","11/06/2018","just for fun, learning data analysis and machine learning!
划，就完事！"
"2110","Toka Internacional","tokainternacional","11/09/2018",""
"2114","mission-ai","mission-ai","11/11/2018",""
"2120","CareerVillage.org","CareerVillage","11/12/2018",""
"2122","UCLA GeoPortal","ucla-geo","11/12/2018","UCLA Geoportal is the GIS open data repository provided by [Geospatial @ UCLA](http://gis.ucla.edu/), [IDRE](https://idre.ucla.edu/), and [UCLA Library](http://www.library.ucla.edu/). 

This portal provides access to a diverse collection of geospatial data that can be used by anyone."
"2127","Geospatial Information Authority of Japan","gsi-japan","11/14/2018","The Geospatial Information Authority of Japan (GSI) is the national organization that conducts basic survey and mapping and instructs related organizations to clarify the conditions of land in Japan and that provides the results of surveys to help improve this land."
"2137","Census TIGER/Line","tiger-line","11/16/2018","**TIGER** = <b>T</b>opologically <b>I</b>ntegrated <b>G</b>eographic <b>E</b>ncoding and <b>R</b>eferencing

TIGER products are spatial extracts from the Census Bureau's MAF/TIGER database, containing features such as roads, railroads, rivers, as well as legal and statistical geographic areas. The Census Bureau offers several file types and an online mapping application."
"2145","FinTechIst","fintechist","11/19/2018","A place to collect data"
"2169","Explore Data Science Academy","explore-data-science","11/26/2018",""
"2170","PetFinder.my","petfinder","11/26/2018","Over 150,000 animals are featured on PetFinder.my, Malaysia’s leading animal welfare platform since 2008. 14,500 animals are currently available for adoption, while 38,500 have found loving homes. 

Other facilities include stray medical fund, lost & found animals, microchip database, discussion forum and classifieds. We collaborate closely with animal lovers, shelters, media, corporations and global organizations to improve animal welfare together.

Please visit our pages below for latest updates:

Website: https://PetFinder.my/

Facebook: https://Facebook.com/PetFinder.my

Twitter: https://Twitter.com/myPetFinder"
"2176","JetBrains","jetbrains","11/28/2018",""
"2177","The National Football League","nfl","11/28/2018",""
"2183","hoshi_subset","hoshisubset","12/01/2018",""
"2188","Bidec","BidecInnovations","12/03/2018",""
"2210","DICE","letsplaydice","12/12/2018","We are the Data Sciences Team at one of the leading auto companies in the world."
"2227","Economic Research Institute","erimongolia","12/15/2018","Economic Research Institute (ERI) was established in October 2010 as an independent policy studies centre at the School of Economic Studies of National University of Mongolia with collaboration of IRIS centre, University of Maryland. The institute will be financed by the World Bank’s Governance Partnership Facility for the first two and a half years of operation.

ERI aims to ensure a flow of high quality, peer reviewed analysis on policy issues, methods for conducting and providing research information to a broad range of audience. In presenting the research papers, we seek to highlight the key findings, make them easily understood and make them accessible from the web site and other means to the general public. We look for useful ways to identify and understand the demand for policy research and develop ways to tie academic skill and fundraising together, with the support of potential contributors by our rigorous operations with independence, focus, and high quality works in key areas of interest."
"2240","Cursos TIC","cursostic","12/17/2018",""
"2241","SOTorrent","sotorrent","12/18/2018","*SOTorrent* provides access to the version history of Stack Overflow content at the level of whole posts and individual text or code blocks. It further connects Stack Overflow posts to other platforms by aggregating URLs from text blocks and comments, and by collecting references from GitHub files to Stack Overflow posts."
"2247","Enet Centre, VSB - T.U. of Ostrava","Enet-Centre-VSB","12/19/2018",""
"2250","Applied Computing Series","applied-computing","12/20/2018",""
"2269","Mohn Medical Imaging and Visualization Center","BergenMMIV","12/27/2018",""
"2283","Los Alamos National Laboratory","lanl","01/03/2019","Los Alamos National Laboratory is a United States Department of Energy national laboratory initially organized during World War II for the design of nuclear weapons as part of the Manhattan Project.

Los Alamos National Laboratory's mission is to solve national security challenges through scientific excellence."
"2293","ezgliding","ezgliding","01/06/2019",""
"2301","Northeastern SMILE Lab","neu-smilelab","01/09/2019","SMILE lab focuses on the frontier research of applied machine learning, social media analytics, human-computer interaction, and high-level image and video understanding. Our research is driven by the explosion of diverse multimedia from the Internet, personal or publicly available photos and videos. We start by treating fundamental theory from learning algorithm as the soul of machine intelligence and arm it with visual perception. What follows is a synergetic media learning system that not only actively collects massive visual information from the environment, but also processes and responds human interactively with precise analysis and possible suggestions. We approach visual problem ""what is it?"" but we are more interested in ""what should we do?"" or ""what does it mean?"" and hopefully tackle them by interacting with machines when data are in large-scale and parsing process is extremely complex, e.g., mining social relations among billions of images, recommending through visual cues, total understanding and early prediction of events and activities under social context."
"2304","Cyber Labs","cyber-labs","01/10/2019","We are a team of individuals from multiple disciplines, driven by the desire of implementing solutions-ubounded by the limits of knowledge or techical know-how. The problem statement address issues ranging from solving social problems and cultural oportunities to building some cool gadgets. It was founded post inspiration on the footsteps of MIT MEDIA LABS by an enthusiatic and ticking learner who discovered a scope beyond rote learning and plain-vanilla implementations of the common problems and sci-fi solutions.
Cyber Labs provides a platform to discuss debate and explore the viable and easy solutions, be it tech or non-tech to problems via a project-based approach. With hopes to par the levels of exposure, we are delightful for the fact that Cyber Labs is the first direct interface between Indian School of Mines and Massachusetts Institute of Technology."
"2307","Nova Group | Official","NovagroupKaggle","01/10/2019","This is the official group for my family"
"2318","DoiT International","doit-intl","01/13/2019","World's Best Cloud Consultancy, helping startups to succeed with data, machine learning and operations."
"2321","LearningTeam","xian-team001","01/14/2019",""
"2326","Salda Deep Learning Interest Group","SaldaDL","01/15/2019","We are the researchers at Department of the Computer Engineering, Atilim University, Ankara, Turkey.

**Salda is the name of the deepest lake in Turkey.**"
"2328","Blockchair","Blockchair","01/15/2019","[Blockchair](https://blockchair.com/about) is a blockchain search and analytics engine for [Bitcoin](https://blockchair.com/bitcoin), [Bitcoin Cash](https://blockchair.com/bitcoin-cash), [Bitcoin SV](https://blockchair.com/bitcoin-sv), [Ethereum](https://blockchair.com/ethereum), and [Litecoin](https://blockchair.com/litecoin) or you can also say it's an engine that consists of blockchain explorers on steroids. You can filter and sort blocks, transactions, and their content by a variety of different criteria, as well as perform full-text search over the blockchains."
"2329","Public Law","public-law","01/16/2019","Improving access to the law."
"2331","GSU DMLab","gsudmlab","01/16/2019","The Data Mining Lab at Georgia State University performs research on the storage, processing, retrieval, and analysis of massive, real-life data with highly dynamic spatial and temporal characteristics. Members of this lab work in close collaboration with experts from solar physics, astronomy, business, geosciences, statistics, and other fields.  This inter-departmental/multi-institutional collaborative environment provides the lab members with numerous opportunities to work on problems that are not only interesting in a computer science perspective, but also impact other areas of scientific understanding.

Some topics that the Data Mining Lab has worked on include:

 - (Un)Supervised Classification/Clustering
 - Fuzzy (overlapping) multi-class data
 - Ensemble learning (fusion of classifiers)
 - Frequent Pattern Mining (Co-location patterns)
 - Parallel/Distributed/GPU Computing
 - Information Visualization (and presentation)
 - Spatial/Temporal Databases (OpenGIS systems)
 - Time Series analysis
 - Linear Regression Models and Trends
 - Dimensionality Reduction
 - Multidimensional Database Indexing
 - Knowledge Rule Mining (empirical findings and hypothesis validation)"
"2351","Broad Daylight","broad-daylight","01/21/2019",""
"2363","A2DS Project","a2ds-project","01/25/2019",""
"2370","Data Science Academy","data-science-academy","01/28/2019","A maior plataforma de ensino online de Ciência de Dados, Big Data, Inteligência Artificial e Blockchain da América Latina. Com conteúdos totalmente em português. Nosso objetivo é levar treinamento de alto nível e qualificação profissional a algumas das áreas que mais crescem atualmente no mercado de trabalho."
"2378","IALAB","ialabISEP","01/30/2019",""
"2396","Prudens AI","prudensai","02/05/2019",""
"2399","eLearninga","elearninga","02/05/2019",""
"2422","Data Science Bangladesh(DsB)","data-science-bd","02/15/2019","Data Science Bangladesh(DSB ) is a forum to understand Big Data and help to create data products with competitive intelligence or business analytics. Data science seeks to use all relevant tools and technology to effectively decode the huge data set and tell a story that can be easily understood by non-practitioners. It is also seek to fosters collaboration between Practitioner , Academia and Big data enthusiast."
"2436","dlcourse.ru","dlcourse","02/18/2019",""
"2451","GOA SOFT","goasoft","02/20/2019",""
"2456","I-COM Data Science Hackathons","I-COMHackathons","02/22/2019","With the Data Science Hackathons, I-COM pioneered the first public CMO-focused global competition, connecting the magic of Data Science with the world of Marketing.

The I-COM Data Science Hackathons focus on solving real problems and achieving results, often accelerating to outcomes that normally take months of work to achieve or replicate. It is a 24-hour marathon where competing teams develop algorithms using data science analytics to solve predictive modeling challenges on marketers' datasets."
"2499","The Aquarian Inventors","TheAquarianInventor","03/04/2019",""
"2521","FootballPrediction","FootballPrediction","03/10/2019","微信号：acredjb  公众号：AI-FBP(或搜索AI金胆)
The full name of FBP is FootBallPrediction, which has been predicted for 9 months. In the project, combined with big data and machine learning, we explored and developed a software. The software can predict the outcome of a football match (including winning and losing results) in multiple dimensions based on the odds offered by major gambling companies. At present, the accuracy rate can reach more than 80%, in the software version 1.0 and 2.0 version of the forecast results are 9 games in 11 and 11 games in 13, respectively. The current version of the software is 3.0, predicting eight of the nine matches from the start of the major football leagues on August 11, 2018 to August 20, 2018. The project has attracted more than 60 people in its own microblogging community, and most of them are betting on the predicted results every day, and each of them gains. Now I want to know more people of insight, together explore how to make the project bigger and stronger, find partners, to achieve a win-win situation. I hope the interested colleagues will contact me, micro signal acredjb. Subscriptions(or Official Accounts)is AI-FBP. AI-FBP predicts football game everyday. The Advantages of FBP are listed below.

1. The accuracy rate is high, reaching 80%.

2. Predition time is early, can be made 1 days ahead of FootBall Game schedule.

3. Not affected by personal emotions, the predition result is entirely exported by the program.

4. Do not be affected by trader's hand, ignore the change of the plate.

5. The prediction model is a process of ""iteration and correction of historical odds combination"", which conforms to 
the theory of back propagation algorithm in machine learning and predicts the result of large data odds combination.

6. Updating forecasting model data constantly, with the gradual increase of historical data, 
the accuracy will continue to improve,and stable in high accuracy.

7. Systematically describe predictive rules, process historical data, observe how predictions have behaved in the past, 
and then rationally improve these predictive rules according to specific results.

8. It will also incorporate new rules and predictive rules that may be overlooked by the program 
(e.g. program 1.0 only considers the odds of major spinach companies, program 2.0 adds dimension to the league, 
and program 3.0 adds periodic data as a new predictive rule).
At this point, the prediction ability of the program is much improved, more precise, faster, and free from emotional interference.

9. It is not blindly following the suggestion of procedure, but at the same time of procedure prediction, 
I also analyze (combining the basic aspects, especially the historical confrontation), and then compare the two. 
When the decision of the procedure is different from mine, I will check the reason.

github project:
https://github.com/acredjb/FBP"
"2525","BKFA RESEARCH","bkfateam","03/11/2019",""
"2547","Fast.ai Medicine","fastaimed","03/20/2019","Fast.ai Medicine is a close-knit community of data scientists and healthcare practitioners passionate about applying state-of-the-art machine learning and deep learning techniques to improve the healthcare system."
"2556","CiviMetrics","civimetrics","03/21/2019",""
"2558","AI Club at NC State","aiatncsu","03/21/2019",""
"2567","Fine-Grained Visual Categorization","FGVC","03/26/2019","https://sites.google.com/corp/view/fgvc6/home"
"2569","lpingtestgroup","lpingtestgroup","03/27/2019","测试小组， 用户测试一下小组如何进行管理与开展工作"
"2576","EPITA - Image","epita-image","03/28/2019",""
"2577","ThaiKeras","thaikeras","03/29/2019","ThaiKeras (or ThAIKeras) is a free online learning and communicating platform for Thai people."
"2602","LogicAI","logicai","04/03/2019","We are a group of passionate data scientists with deep understanding of business challenges. We have gathered experience from multiple projects in various areas of research and industry. All of our employees have individual and team successes in international data mining Kaggle competitions.
We also cooperate with Data Science Bootcamps, Universities and Educational Institutions - so as to be able to teach students and junior practitioners what we know best, but also to be able to engage the most promising graduates.

OUR MISSION 
is to help companies in solving real business cases to accelerate clients’ performance and revenue. We believe that creating boutique, highly specialized company is the best way to achieve it."
"2613","rhadoop","rhadoop","04/05/2019",""
"2621","WIN.gg","winggofficial","04/08/2019","WIN provides a new take on esports media offerings with engaging content both written and in video, all created by an experienced staff of seasoned professionals. From League of Legends to Counter-Strike, our staff delivers the best possible content to esports fans across the globe. 

WIN offers unique content and intense league competition to casual fans and esports enthusiasts alike. Whether you are interested in detailed statistics, playing competitively for prizes, or in better predicting match and tournament outcomes, you’ll find something to like about WIN."
"2629","Bureau of Economic Analysis","bureau-of-economic-analysis","04/09/2019","The Bureau of Economic Analysis (BEA) of the United States Department of Commerce is a U.S. government agency that provides official macroeconomic and industry statistics, most notably reports about the gross domestic product (GDP) of the United States and its various units—states, cities/towns/townships/villages/counties and metropolitan areas. They also provide information about personal income, corporate profits, and government spending."
"2630","Chicago Board Options Exchange","cboe","04/09/2019","Cboe is one of the world's largest exchange holding companies, offering cutting-edge trading and investment solutions to investors around the world. Cboe offers trading across a diverse range of products in multiple asset classes and geographies, including options, futures, U.S. and European equities, exchange-traded products (ETPs), global foreign exchange (FX), and multi-asset volatility products.

Disclaimer: This organization is not managed by CBOE."
"2631","DATA","data-icmc","04/09/2019","Extracurricular group of ICMC at the University of São Paulo, focused on all things ML related."
"2632","Human Immune Monitoring Center at Mount Sinai","ismms-himc","04/10/2019","The mission of the Human Immune Monitoring Center (HIMC) is to leverage cutting edge technology platforms and deep immunological and technical expertise to provide comprehensive immune monitoring for clinical and translational studies. We are a team of experts who specialize in characterizing immune profiles and responses across a diverse range of disease settings. We aim to balance the development of innovative immunological assays with a strong focus on optimizing and standardizing protocols and operating procedures to ensure data quality and reproducibility."
"2635","Google Health","google-health","04/10/2019",""
"2637","Department of Housing and Urban Development","hud","04/10/2019","The Department of Housing and Urban Development administers programs that provide housing and community development assistance. The Department also works to ensure fair and equal housing opportunity for all.

Disclaimer: This organization is not managed by HUD."
"2638","Department of Labor ETA","doleta","04/10/2019","The Employment and Training Administration (ETA) administers federal government job training and worker dislocation programs, federal grants to states for public employment service programs, and unemployment insurance benefits. These services are primarily provided through state and local workforce development systems.

Disclaimer: This organization is not managed by DoLETA."
"2662","SheffieldML","sheffieldml","04/17/2019",""
"2665","Seattle Consulting, Inc.","seattle-consulting","04/18/2019",""
"2681","ROIS-DS Center for Open Data in the Humanities","CODH","04/24/2019","The Center for Open Data  in the Humanities (CODH) does research and development to enhance access to humanities data using state-of-the-art  technology in informatics and statistics. To promote interdisciplinary and diverse participation, we develop open, accessible, and reproducible data platforms. We are committed to opening up new possibilities of research in digital humanities from a data-driven perspective."
"2686","An Subin (subinium)","AnSubin","04/26/2019",""
"2701","Trasee","Trasee","05/04/2019",""
"2703","VietAI","vietai","05/05/2019","BUILDING A COMMUNITY OF WORLD-CLASS AI TALENT IN VIETNAM"
"2716","The Gurus","thegurusteam","05/09/2019",""
"2726","Brighter AI Technologies","brighter-ai","05/13/2019","GDPR and other privacy regulations heavily restrict how camera data can be uploaded, shared, analyzed or used for AI models. Most use cases of cameras, from surveillance to autonomous driving, involve personal data like faces and license plates. Based on state-of-the-art deep learning, Brighter AI anonymizes camera data in a natural, yet GDPR-compliant way that allows for advanced analytics and AI. Thereby, we enable companies to use the full potential of their camera data."
